Fri 17 Oct 2025 00:18:08 IDT

SLURM_JOBID:		 7494516
SLURM_JOB_NODELIST:	 cs-6000-04 

configuration parmas running: problem_type=bbob es_algorithms=PGPE,ASEBO,Open_ES,SNES,Sep_CMA_ES,CMA_ES,LES,DES
Successfully loaded: sphere
 Loading Problems ..:   0%|                                                              | 0/24 [00:00<?, ?it/s]
running the experiment ... [../../results/BBOBProblem/sphere/PGPE/0]
Generation 016 | Mean fitness (Test): 202.53
Generation 400 | Mean fitness (Test): 44.42
Generation 416 | Mean fitness (Test): 44.42
Generation 432 | Mean fitness (Test): 44.42
Generation 448 | Mean fitness (Test): 44.42
Generation 464 | Mean fitness (Test): 44.42
Generation 480 | Mean fitness (Test): 44.42
Generation 496 | Mean fitness (Test): 44.42
Generation 512 | Mean fitness (Test): 44.42
Generation 528 | Mean fitness (Test): 44.42
Generation 544 | Mean fitness (Test): 44.42
Generation 560 | Mean fitness (Test): 44.42
Generation 576 | Mean fitness (Test): 44.42
Generation 592 | Mean fitness (Test): 44.42
Generation 608 | Mean fitness (Test): 44.42
Generation 624 | Mean fitness (Test): 44.42
Generation 640 | Mean fitness (Test): 44.42
Generation 656 | Mean fitness (Test): 44.42
Generation 672 | Mean fitness (Test): 44.42
Generation 688 | Mean fitness (Test): 44.42
Generation 704 | Mean fitness (Test): 44.42
Generation 720 | Mean fitness (Test): 44.42
Generation 736 | Mean fitness (Test): 44.42
Generation 752 | Mean fitness (Test): 44.42
Generation 768 | Mean fitness (Test): 44.42
Generation 784 | Mean fitness (Test): 44.42
Generation 800 | Mean fitness (Test): 44.42
Generation 816 | Mean fitness (Test): 44.42
Generation 832 | Mean fitness (Test): 44.42
Generation 848 | Mean fitness (Test): 44.42
Generation 864 | Mean fitness (Test): 44.42
Generation 880 | Mean fitness (Test): 44.42
Generation 896 | Mean fitness (Test): 44.42
Generation 912 | Mean fitness (Test): 44.42
Generation 928 | Mean fitness (Test): 44.42
Generation 944 | Mean fitness (Test): 44.42
Generation 960 | Mean fitness (Test): 44.42
Generation 976 | Mean fitness (Test): 44.42
Generation 992 | Mean fitness (Test): 44.42
Generation 1008 | Mean fitness (Test): 44.42
Generation 1024 | Mean fitness (Test): 44.42
running the experiment ... [../../results/BBOBProblem/weierstrass/CMA_ES/1]
Generation 016 | Mean fitness (Test): 66.82
Generation 032 | Mean fitness (Test): 45.23
Generation 048 | Mean fitness (Test): 44.42
Generation 064 | Mean fitness (Test): 44.42
Generation 080 | Mean fitness (Test): 44.42
Generation 096 | Mean fitness (Test): 44.42
Generation 112 | Mean fitness (Test): 44.42
Generation 128 | Mean fitness (Test): 44.42
Generation 144 | Mean fitness (Test): 44.42
Generation 160 | Mean fitness (Test): 44.42
Generation 176 | Mean fitness (Test): 44.42
Generation 192 | Mean fitness (Test): 44.42
Generation 208 | Mean fitness (Test): 44.42
Generation 224 | Mean fitness (Test): 44.42
Generation 240 | Mean fitness (Test): 44.42
Generation 256 | Mean fitness (Test): 44.42
Generation 272 | Mean fitness (Test): 44.42
Generation 288 | Mean fitness (Test): 44.42
Generation 304 | Mean fitness (Test): 44.42
Generation 320 | Mean fitness (Test): 44.42
Generation 336 | Mean fitness (Test): 44.42
Generation 352 | Mean fitness (Test): 44.42
Generation 368 | Mean fitness (Test): 44.42
Generation 384 | Mean fitness (Test): 44.42
Generation 400 | Mean fitness (Test): 44.42
Generation 416 | Mean fitness (Test): 44.42
Generation 432 | Mean fitness (Test): 44.42
Generation 448 | Mean fitness (Test): 44.42
Generation 464 | Mean fitness (Test): 44.42
Generation 480 | Mean fitness (Test): 44.42
Generation 496 | Mean fitness (Test): 44.42
Generation 512 | Mean fitness (Test): 44.42
Generation 528 | Mean fitness (Test): 44.42
Generation 544 | Mean fitness (Test): 44.42
Generation 560 | Mean fitness (Test): 44.42
Generation 576 | Mean fitness (Test): 44.42
Generation 592 | Mean fitness (Test): 44.42
Generation 608 | Mean fitness (Test): 44.42
Generation 624 | Mean fitness (Test): 44.42
Generation 640 | Mean fitness (Test): 44.42
Generation 656 | Mean fitness (Test): 44.42
Generation 672 | Mean fitness (Test): 44.42
Generation 688 | Mean fitness (Test): 44.42
Generation 704 | Mean fitness (Test): 44.42
Generation 720 | Mean fitness (Test): 44.42
Generation 736 | Mean fitness (Test): 44.42
Generation 752 | Mean fitness (Test): 44.42
Generation 768 | Mean fitness (Test): 44.42
Generation 784 | Mean fitness (Test): 44.42
Generation 800 | Mean fitness (Test): 44.42
Generation 816 | Mean fitness (Test): 44.42
Generation 832 | Mean fitness (Test): 44.42
Generation 848 | Mean fitness (Test): 44.42
Generation 864 | Mean fitness (Test): 44.42
Generation 880 | Mean fitness (Test): 44.42
Generation 896 | Mean fitness (Test): 44.42
Generation 912 | Mean fitness (Test): 44.42
Generation 928 | Mean fitness (Test): 44.42
Generation 944 | Mean fitness (Test): 44.42
Generation 960 | Mean fitness (Test): 44.42
Generation 976 | Mean fitness (Test): 44.42
Generation 992 | Mean fitness (Test): 44.42
Generation 1008 | Mean fitness (Test): 44.42
Generation 1024 | Mean fitness (Test): 44.42
running the experiment ... [../../results/BBOBProblem/weierstrass/CMA_ES/2]
Generation 016 | Mean fitness (Test): 51.42
Generation 032 | Mean fitness (Test): 44.78
Generation 048 | Mean fitness (Test): 44.74
Generation 064 | Mean fitness (Test): 44.75
Generation 080 | Mean fitness (Test): 44.78
Generation 096 | Mean fitness (Test): 44.76
Generation 112 | Mean fitness (Test): 44.76
Generation 128 | Mean fitness (Test): 44.76
Generation 144 | Mean fitness (Test): 44.76
Generation 160 | Mean fitness (Test): 44.76
Generation 176 | Mean fitness (Test): 44.76
Generation 192 | Mean fitness (Test): 44.76
Generation 208 | Mean fitness (Test): 44.76
Generation 224 | Mean fitness (Test): 44.77
Generation 240 | Mean fitness (Test): 44.77
Generation 256 | Mean fitness (Test): 44.77
Generation 272 | Mean fitness (Test): 44.77
Generation 288 | Mean fitness (Test): 44.77
Generation 304 | Mean fitness (Test): 44.77
Generation 320 | Mean fitness (Test): 44.77
Generation 336 | Mean fitness (Test): 44.77
Generation 352 | Mean fitness (Test): 44.77
Generation 368 | Mean fitness (Test): 44.77
Generation 384 | Mean fitness (Test): 44.77
Generation 400 | Mean fitness (Test): 44.77
Generation 416 | Mean fitness (Test): 44.77
Generation 432 | Mean fitness (Test): 44.77
Generation 448 | Mean fitness (Test): 44.77
Generation 464 | Mean fitness (Test): 44.77
Generation 480 | Mean fitness (Test): 44.77
Generation 496 | Mean fitness (Test): 44.77
Generation 512 | Mean fitness (Test): 44.77
Generation 528 | Mean fitness (Test): 44.77
Generation 544 | Mean fitness (Test): 44.77
Generation 560 | Mean fitness (Test): 44.77
Generation 576 | Mean fitness (Test): 44.77
Generation 592 | Mean fitness (Test): 44.77
Generation 608 | Mean fitness (Test): 44.77
Generation 624 | Mean fitness (Test): 44.77
Generation 640 | Mean fitness (Test): 44.77
Generation 656 | Mean fitness (Test): 44.77
Generation 672 | Mean fitness (Test): 44.77
Generation 688 | Mean fitness (Test): 44.77
Generation 704 | Mean fitness (Test): 44.77
Generation 720 | Mean fitness (Test): 44.77
Generation 736 | Mean fitness (Test): 44.77
Generation 752 | Mean fitness (Test): 44.77
Generation 768 | Mean fitness (Test): 44.77
Generation 784 | Mean fitness (Test): 44.77
Generation 800 | Mean fitness (Test): 44.77
Generation 816 | Mean fitness (Test): 44.77
Generation 832 | Mean fitness (Test): 44.77
Generation 848 | Mean fitness (Test): 44.77
Generation 864 | Mean fitness (Test): 44.77
Generation 880 | Mean fitness (Test): 44.77
Generation 896 | Mean fitness (Test): 44.77
Generation 912 | Mean fitness (Test): 44.77
Generation 928 | Mean fitness (Test): 44.77
Generation 944 | Mean fitness (Test): 44.77
Generation 960 | Mean fitness (Test): 44.77
Generation 976 | Mean fitness (Test): 44.77
Generation 992 | Mean fitness (Test): 44.77
Generation 1008 | Mean fitness (Test): 44.77
Generation 1024 | Mean fitness (Test): 44.77
running the experiment ... [../../results/BBOBProblem/weierstrass/CMA_ES/3]
Generation 016 | Mean fitness (Test): 46.56
Generation 032 | Mean fitness (Test): 44.49
Generation 048 | Mean fitness (Test): 44.45
Generation 064 | Mean fitness (Test): 44.47
Generation 080 | Mean fitness (Test): 44.48
Generation 096 | Mean fitness (Test): 44.48
Generation 112 | Mean fitness (Test): 44.48
Generation 128 | Mean fitness (Test): 44.48
Generation 144 | Mean fitness (Test): 44.48
Generation 160 | Mean fitness (Test): 44.48
Generation 176 | Mean fitness (Test): 44.48
Generation 192 | Mean fitness (Test): 44.48
Generation 208 | Mean fitness (Test): 44.48
Generation 224 | Mean fitness (Test): 44.48
Generation 240 | Mean fitness (Test): 44.48
Generation 256 | Mean fitness (Test): 44.48
Generation 272 | Mean fitness (Test): 44.48
Generation 288 | Mean fitness (Test): 44.48
Generation 304 | Mean fitness (Test): 44.48
Generation 320 | Mean fitness (Test): 44.48
Generation 336 | Mean fitness (Test): 44.48
Generation 352 | Mean fitness (Test): 44.48
Generation 368 | Mean fitness (Test): 44.48
Generation 384 | Mean fitness (Test): 44.48
Generation 400 | Mean fitness (Test): 44.48
Generation 416 | Mean fitness (Test): 44.48
Generation 432 | Mean fitness (Test): 44.48
Generation 448 | Mean fitness (Test): 44.48
Generation 464 | Mean fitness (Test): 44.48
Generation 480 | Mean fitness (Test): 44.48
Generation 496 | Mean fitness (Test): 44.48
Generation 512 | Mean fitness (Test): 44.48
Generation 528 | Mean fitness (Test): 44.48
Generation 544 | Mean fitness (Test): 44.48
Generation 560 | Mean fitness (Test): 44.48
Generation 576 | Mean fitness (Test): 44.48
Generation 592 | Mean fitness (Test): 44.48
Generation 608 | Mean fitness (Test): 44.48
Generation 624 | Mean fitness (Test): 44.48
Generation 640 | Mean fitness (Test): 44.48
Generation 656 | Mean fitness (Test): 44.48
Generation 672 | Mean fitness (Test): 44.48
Generation 688 | Mean fitness (Test): 44.48
Generation 704 | Mean fitness (Test): 44.48
Generation 720 | Mean fitness (Test): 44.48
Generation 736 | Mean fitness (Test): 44.48
Generation 752 | Mean fitness (Test): 44.48
Generation 768 | Mean fitness (Test): 44.48
Generation 784 | Mean fitness (Test): 44.48
Generation 800 | Mean fitness (Test): 44.48
Generation 816 | Mean fitness (Test): 44.48
Generation 832 | Mean fitness (Test): 44.48
Generation 848 | Mean fitness (Test): 44.48
Generation 864 | Mean fitness (Test): 44.48
Generation 880 | Mean fitness (Test): 44.48
Generation 896 | Mean fitness (Test): 44.48
Generation 912 | Mean fitness (Test): 44.48
Generation 928 | Mean fitness (Test): 44.48
Generation 944 | Mean fitness (Test): 44.48
Generation 960 | Mean fitness (Test): 44.48
Generation 976 | Mean fitness (Test): 44.48
Generation 992 | Mean fitness (Test): 44.48
Generation 1008 | Mean fitness (Test): 44.48
Generation 1024 | Mean fitness (Test): 44.48
running the experiment ... [../../results/BBOBProblem/weierstrass/CMA_ES/4]
Generation 016 | Mean fitness (Test): 64.66
Generation 032 | Mean fitness (Test): 44.81
Generation 048 | Mean fitness (Test): 44.43
Generation 064 | Mean fitness (Test): 44.43
Generation 080 | Mean fitness (Test): 44.43
Generation 096 | Mean fitness (Test): 44.43
Generation 112 | Mean fitness (Test): 44.43
Generation 128 | Mean fitness (Test): 44.43
Generation 144 | Mean fitness (Test): 44.43
Generation 160 | Mean fitness (Test): 44.43
Generation 176 | Mean fitness (Test): 44.43
Generation 192 | Mean fitness (Test): 44.43
Generation 208 | Mean fitness (Test): 44.43
Generation 224 | Mean fitness (Test): 44.43
Generation 240 | Mean fitness (Test): 44.43
Generation 256 | Mean fitness (Test): 44.43
Generation 272 | Mean fitness (Test): 44.43
Generation 288 | Mean fitness (Test): 44.43
Generation 304 | Mean fitness (Test): 44.43
Generation 320 | Mean fitness (Test): 44.43
Generation 336 | Mean fitness (Test): 44.43
Generation 352 | Mean fitness (Test): 44.43
Generation 368 | Mean fitness (Test): 44.43
Generation 384 | Mean fitness (Test): 44.43
Generation 400 | Mean fitness (Test): 44.43
Generation 416 | Mean fitness (Test): 44.43
Generation 432 | Mean fitness (Test): 44.43
Generation 448 | Mean fitness (Test): 44.43
Generation 464 | Mean fitness (Test): 44.43
Generation 480 | Mean fitness (Test): 44.43
Generation 496 | Mean fitness (Test): 44.43
Generation 512 | Mean fitness (Test): 44.43
Generation 528 | Mean fitness (Test): 44.43
Generation 544 | Mean fitness (Test): 44.43
Generation 560 | Mean fitness (Test): 44.43
Generation 576 | Mean fitness (Test): 44.43
Generation 592 | Mean fitness (Test): 44.43
Generation 608 | Mean fitness (Test): 44.43
Generation 624 | Mean fitness (Test): 44.43
Generation 640 | Mean fitness (Test): 44.43
Generation 656 | Mean fitness (Test): 44.43
Generation 672 | Mean fitness (Test): 44.43
Generation 688 | Mean fitness (Test): 44.43
Generation 704 | Mean fitness (Test): 44.43
Generation 720 | Mean fitness (Test): 44.43
Generation 736 | Mean fitness (Test): 44.43
Generation 752 | Mean fitness (Test): 44.43
Generation 768 | Mean fitness (Test): 44.43
Generation 784 | Mean fitness (Test): 44.43
Generation 800 | Mean fitness (Test): 44.43
Generation 816 | Mean fitness (Test): 44.43
Generation 832 | Mean fitness (Test): 44.43
Generation 848 | Mean fitness (Test): 44.43
Generation 864 | Mean fitness (Test): 44.43
Generation 880 | Mean fitness (Test): 44.43
Generation 896 | Mean fitness (Test): 44.43
Generation 912 | Mean fitness (Test): 44.43
Generation 928 | Mean fitness (Test): 44.43
Generation 944 | Mean fitness (Test): 44.43
Generation 960 | Mean fitness (Test): 44.43
Generation 976 | Mean fitness (Test): 44.43
Generation 992 | Mean fitness (Test): 44.43
Generation 1008 | Mean fitness (Test): 44.43
Generation 1024 | Mean fitness (Test): 44.43
Running ES algorithms:  62%|████████████████████████████████▌                   | 5/8 [39:50<23:29, 469.74s/it][A
LearnedES.__init__() got an unexpected keyword argument 'optimizer' LES BBOBProblem/weierstrass
running the experiment ... [../../results/BBOBProblem/weierstrass/DiscoveredES/0]
Generation 016 | Mean fitness (Test): 89.31
Generation 032 | Mean fitness (Test): 70.81
Generation 048 | Mean fitness (Test): 51.53
Generation 064 | Mean fitness (Test): 51.06
Generation 080 | Mean fitness (Test): 51.86
Generation 096 | Mean fitness (Test): 46.53
Generation 112 | Mean fitness (Test): 46.27
Generation 128 | Mean fitness (Test): 45.81
Generation 144 | Mean fitness (Test): 45.42
Generation 160 | Mean fitness (Test): 45.17
Generation 176 | Mean fitness (Test): 45.09
Generation 192 | Mean fitness (Test): 45.03
Generation 208 | Mean fitness (Test): 45.02
Generation 224 | Mean fitness (Test): 45.03
Generation 240 | Mean fitness (Test): 45.04
Generation 256 | Mean fitness (Test): 45.04
Generation 272 | Mean fitness (Test): 44.92
Generation 288 | Mean fitness (Test): 44.90
Generation 304 | Mean fitness (Test): 44.91
Generation 320 | Mean fitness (Test): 44.89
Generation 336 | Mean fitness (Test): 44.88
Generation 352 | Mean fitness (Test): 44.87
Generation 368 | Mean fitness (Test): 44.87
Generation 384 | Mean fitness (Test): 44.88
Generation 400 | Mean fitness (Test): 44.87
Generation 416 | Mean fitness (Test): 44.87
Generation 432 | Mean fitness (Test): 44.89
Generation 448 | Mean fitness (Test): 44.90
Generation 464 | Mean fitness (Test): 44.89
Generation 480 | Mean fitness (Test): 44.89
Generation 496 | Mean fitness (Test): 44.90
Generation 512 | Mean fitness (Test): 44.90
Generation 528 | Mean fitness (Test): 44.91
Generation 544 | Mean fitness (Test): 44.90
Generation 560 | Mean fitness (Test): 44.90
Generation 576 | Mean fitness (Test): 44.90
Generation 592 | Mean fitness (Test): 44.90
Generation 608 | Mean fitness (Test): 44.90
Generation 624 | Mean fitness (Test): 44.91
Generation 640 | Mean fitness (Test): 44.90
Generation 656 | Mean fitness (Test): 44.90
Generation 672 | Mean fitness (Test): 44.90
Generation 688 | Mean fitness (Test): 44.90
Generation 704 | Mean fitness (Test): 44.90
Generation 720 | Mean fitness (Test): 44.90
Generation 736 | Mean fitness (Test): 44.90
Generation 752 | Mean fitness (Test): 44.90
Generation 768 | Mean fitness (Test): 44.90
Generation 784 | Mean fitness (Test): 44.90
Generation 800 | Mean fitness (Test): 44.90
Generation 816 | Mean fitness (Test): 44.90
Generation 832 | Mean fitness (Test): 44.90
Generation 848 | Mean fitness (Test): 44.90
Generation 864 | Mean fitness (Test): 44.90
Generation 880 | Mean fitness (Test): 44.90
Generation 896 | Mean fitness (Test): 44.90
Generation 912 | Mean fitness (Test): 44.90
Generation 928 | Mean fitness (Test): 44.90
Generation 944 | Mean fitness (Test): 44.90
Generation 960 | Mean fitness (Test): 44.90
Generation 976 | Mean fitness (Test): 44.90
Generation 992 | Mean fitness (Test): 44.90
Generation 1008 | Mean fitness (Test): 44.90
Generation 1024 | Mean fitness (Test): 44.90
running the experiment ... [../../results/BBOBProblem/weierstrass/DiscoveredES/1]
Generation 016 | Mean fitness (Test): 72.35
Generation 032 | Mean fitness (Test): 65.51
Generation 048 | Mean fitness (Test): 52.24
Generation 064 | Mean fitness (Test): 49.85
Generation 080 | Mean fitness (Test): 48.76
Generation 096 | Mean fitness (Test): 53.00
Generation 112 | Mean fitness (Test): 48.11
Generation 128 | Mean fitness (Test): 45.67
Generation 144 | Mean fitness (Test): 45.21
Generation 160 | Mean fitness (Test): 44.71
Generation 176 | Mean fitness (Test): 44.73
Generation 192 | Mean fitness (Test): 44.63
Generation 208 | Mean fitness (Test): 44.53
Generation 224 | Mean fitness (Test): 44.61
Generation 240 | Mean fitness (Test): 44.50
Generation 256 | Mean fitness (Test): 44.52
Generation 272 | Mean fitness (Test): 44.52
Generation 288 | Mean fitness (Test): 44.49
